ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416169,2021-03-31 13:07:55:361
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416170,2021-03-31 13:07:55:362
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416171,2021-03-31 13:07:55:363
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416172,2021-03-31 13:07:55:364
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416173,2021-03-31 13:07:55:365
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416174,2021-03-31 13:07:55:366
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416176,2021-03-31 13:07:55:368
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416177,2021-03-31 13:07:55:369
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416178,2021-03-31 13:07:55:370
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416179,2021-03-31 13:07:55:371
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
