ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514160,2021-03-31 13:09:33:352
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514160,2021-03-31 13:09:33:352
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514161,2021-03-31 13:09:33:353
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514161,2021-03-31 13:09:33:353
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514161,2021-03-31 13:09:33:353
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514161,2021-03-31 13:09:33:353
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514174,2021-03-31 13:09:33:366
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514174,2021-03-31 13:09:33:366
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514175,2021-03-31 13:09:33:367
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514175,2021-03-31 13:09:33:367
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514175,2021-03-31 13:09:33:367
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514175,2021-03-31 13:09:33:367
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514176,2021-03-31 13:09:33:368
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514176,2021-03-31 13:09:33:368
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514176,2021-03-31 13:09:33:368
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514176,2021-03-31 13:09:33:368
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514178,2021-03-31 13:09:33:370
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514178,2021-03-31 13:09:33:370
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514178,2021-03-31 13:09:33:370
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514178,2021-03-31 13:09:33:370
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514178,2021-03-31 13:09:33:370
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514179,2021-03-31 13:09:33:371
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514180,2021-03-31 13:09:33:372
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514180,2021-03-31 13:09:33:372
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514184,2021-03-31 13:09:33:376
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514185,2021-03-31 13:09:33:377
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514185,2021-03-31 13:09:33:377
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514185,2021-03-31 13:09:33:377
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514185,2021-03-31 13:09:33:377
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514186,2021-03-31 13:09:33:378
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514186,2021-03-31 13:09:33:378
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514186,2021-03-31 13:09:33:378
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514198,2021-03-31 13:09:33:390
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514199,2021-03-31 13:09:33:391
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514200,2021-03-31 13:09:33:392
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514201,2021-03-31 13:09:33:393
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514202,2021-03-31 13:09:33:394
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514204,2021-03-31 13:09:33:396
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514204,2021-03-31 13:09:33:396
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514205,2021-03-31 13:09:33:397
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514205,2021-03-31 13:09:33:397
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514205,2021-03-31 13:09:33:397
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514206,2021-03-31 13:09:33:398
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514206,2021-03-31 13:09:33:398
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514206,2021-03-31 13:09:33:398
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514206,2021-03-31 13:09:33:398
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514206,2021-03-31 13:09:33:398
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514207,2021-03-31 13:09:33:399
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514207,2021-03-31 13:09:33:399
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514209,2021-03-31 13:09:33:401
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514209,2021-03-31 13:09:33:401
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514209,2021-03-31 13:09:33:401
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514209,2021-03-31 13:09:33:401
1.5686,-11.5082,0.1529,1.8841,-9.4873,1.6154,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514209,2021-03-31 13:09:33:401
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514213,2021-03-31 13:09:33:405
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514214,2021-03-31 13:09:33:406
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514216,2021-03-31 13:09:33:408
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514216,2021-03-31 13:09:33:408
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514217,2021-03-31 13:09:33:409
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514218,2021-03-31 13:09:33:410
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514218,2021-03-31 13:09:33:410
1.5686,-11.5082,0.1529,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514219,2021-03-31 13:09:33:411
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514226,2021-03-31 13:09:33:418
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514226,2021-03-31 13:09:33:418
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514226,2021-03-31 13:09:33:418
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514226,2021-03-31 13:09:33:418
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514227,2021-03-31 13:09:33:419
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514230,2021-03-31 13:09:33:422
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514230,2021-03-31 13:09:33:422
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514230,2021-03-31 13:09:33:422
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514230,2021-03-31 13:09:33:422
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514231,2021-03-31 13:09:33:423
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514231,2021-03-31 13:09:33:423
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514231,2021-03-31 13:09:33:423
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514231,2021-03-31 13:09:33:423
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514231,2021-03-31 13:09:33:423
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514232,2021-03-31 13:09:33:424
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514233,2021-03-31 13:09:33:425
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514233,2021-03-31 13:09:33:425
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514233,2021-03-31 13:09:33:425
1.208,2.1982,6.5244,2.3715,3.1258,8.9875,-0.1189,-1.6823,-1.1839,-0.4961,2.108,-0.4429,15.63,38.13,11.44,351.86,72.82,-43,514233,2021-03-31 13:09:33:425
