ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.1352,-10.8912,-0.3398,1.0099,-9.704,-0.9917,6.915,-3.0577,1.7356,2.0456,0.7654,1.2144,15.13,33.73,20.34,35.885025,14.480754,58.58,NaN,3.78,3.790092,163.3,20 / 27,50072,2021-05-02 13:32:46:274
6.1911,-9.9144,0.1295,2.1017,-9.5193,-1.0661,1.4659,-5.622,0.0915,-1.5978,-2.42,-2.1497,20.7,34.33,11.88,35.885017,14.480768,58.15,NaN,4.32,3.790092,124.4,19 / 27,50575,2021-05-02 13:32:46:777
-7.0804,-47.6922,-11.6052,3.0896,-8.8746,-2.8046,3.2153,0.2159,-2.2982,-2.6357,-4.9421,0.9861,15.14,35.76,15.35,35.885017,14.480768,58.15,NaN,4.32,3.790092,124.4,19 / 27,51072,2021-05-02 13:32:47:274
-0.5447,-7.9466,-4.7366,0.4898,-8.0403,-5.5933,-14.9679,-13.0038,-11.3867,-0.0773,-3.4747,-1.0936,18.12,36.58,10.65,35.885014,14.480796,58.19,NaN,8.06,3.790092,89.5,19 / 27,51572,2021-05-02 13:32:47:774
7.8742,-0.9987,-5.0584,1.9064,-9.5639,-1.0337,7.0769,4.09,-4.161,-2.3017,-0.0872,-3.5938,18.43,36.4,13.66,35.885014,14.480796,58.19,NaN,8.06,3.790092,89.5,19 / 27,52072,2021-05-02 13:32:48:274
-8.3913,-11.5567,-3.5432,3.0064,-8.3326,-4.2072,-10.0496,-4.7269,-5.3342,-0.9306,0.9161,1.0452,1.04,40.33,18.74,35.885017,14.480823,58.15,NaN,7.85,3.790092,82.4,19 / 27,52572,2021-05-02 13:32:48:774
20.8337,-52.6442,-4.9352,1.8777,-9.2477,-2.6691,10.4166,-17.9664,4.1322,-3.296,-0.0554,-1.9515,22.33,33.9,13.77,35.885017,14.480823,58.15,NaN,7.85,3.790092,82.4,19 / 27,53072,2021-05-02 13:32:49:274
7.7904,-3.801,-0.3326,0.4192,-9.7933,-0.2929,0.8795,-9.549,-1.5188,1.1189,0.5777,1.2415,20.28,38.8,3.87,35.88502,14.480844,57.9,NaN,7.88,3.790092,68.3,20 / 27,53574,2021-05-02 13:32:49:776
26.5795,-47.5436,-18.3781,-0.1923,-9.6138,-1.9258,-3.8757,2.0144,2.9897,1.0274,-1.9781,2.3157,19.41,38.76,4.7,35.88502,14.480844,57.9,NaN,7.88,3.790092,68.3,20 / 27,54072,2021-05-02 13:32:50:274
-0.1615,-20.8149,12.0042,0.7189,-8.0948,-5.4888,-9.4778,5.053,8.5136,1.7566,1.5994,5.5641,18.58,36.56,7.69,35.885036,14.480856,58.47,NaN,7.52,3.790092,36.5,20 / 27,54576,2021-05-02 13:32:50:778
-36.4681,-37.4106,24.6847,-1.0892,-5.5008,-8.0452,5.2738,-15.9585,26.7338,2.3206,5.3929,-1.2341,19.93,30.22,8.85,35.885036,14.480856,58.47,NaN,7.52,3.790092,36.5,20 / 27,55072,2021-05-02 13:32:51:274
-12.3763,-8.7174,-4.7462,-3.1093,-8.3246,-4.1479,-7.0426,-3.0528,-2.4593,-0.7119,0.1419,-0.1521,9.14,39.31,-0.83,35.88506,14.480855,58.46,NaN,8.89,3.790092,359.2,20 / 27,55572,2021-05-02 13:32:51:774
-0.469,-5.7679,-2.0157,0.6592,-8.4713,-4.8961,-0.2221,1.4476,2.0602,0.2712,-0.7171,-1.433,-0.87,40.42,-3.76,35.88506,14.480855,58.46,NaN,8.89,3.790092,359.2,20 / 27,56074,2021-05-02 13:32:52:276
1.2236,-9.8629,-1.3597,0.5343,-9.781,-0.4664,1.6829,1.256,-0.6055,0.482,-0.129,0.6762,-8.86,37.17,-12.02,35.885075,14.480851,59.47,NaN,6.73,3.790092,354.2,20 / 27,56573,2021-05-02 13:32:52:775
-1.5224,-10.1456,-1.8625,1.4773,-9.3718,-2.4815,-1.5397,-1.1039,0.6185,-1.4888,-0.5893,-1.2692,-1.74,33.23,-22.95,35.885075,14.480851,59.47,NaN,6.73,3.790092,354.2,20 / 27,57073,2021-05-02 13:32:53:275
-0.1304,-13.5823,-10.9816,0.2221,-9.7292,-1.2096,1.4489,-0.7468,0.1774,0.7707,1.3095,-0.1605,-9.82,36.29,-14.01,35.88509,14.480837,60.1,NaN,6.7,3.790092,326.9,18 / 27,57573,2021-05-02 13:32:53:775
-2.1954,-11.6596,-3.0392,-1.1472,-9.738,0.1626,2.996,-2.8622,-0.3939,-1.063,-0.6875,-0.2072,-1.48,32.46,-22.95,35.88509,14.480837,60.1,NaN,6.7,3.790092,326.9,18 / 27,58073,2021-05-02 13:32:54:275
2.5068,-11.3773,-9.4911,2.3633,-8.84,-3.5269,3.8531,-1.991,-2.6221,1.0888,0.3621,-0.2094,-12.66,35.25,-13.14,35.885094,14.480822,60.93,NaN,5.9,3.790092,321.1,19 / 27,58572,2021-05-02 13:32:54:774
2.843,-11.8896,-6.4244,0.6334,-9.7121,-1.2019,-6.2202,-2.9236,-0.3109,0.3424,0.8246,1.1524,-14.66,34.1,-15.2,35.885094,14.480822,60.93,NaN,5.9,3.790092,321.1,19 / 27,59072,2021-05-02 13:32:55:274
-2.5196,-9.0227,-1.4088,-2.3122,-9.5178,-0.4852,0.0,0.0,0.0,0.3702,0.5391,-0.0779,-13.38,33.73,-17.09,35.885098,14.480808,60.82,NaN,5.18,3.790092,318.7,19 / 27,59530,2021-05-02 13:32:55:732
-2.5196,-9.0227,-1.4088,-2.3122,-9.5178,-0.4852,0.0,0.0,0.0,0.3702,0.5391,-0.0779,-13.38,33.73,-17.09,35.885098,14.480808,60.82,NaN,5.18,3.790092,318.7,19 / 27,59530,2021-05-02 13:32:55:732
1.0451,-10.7058,0.673,1.0984,-9.7441,0.1256,0.0,0.0,0.0,-0.7147,-0.7628,-1.4219,-5.37,32.01,-23.35,35.885094,14.480799,59.46,NaN,3.35,3.790092,309.4,19 / 27,59960,2021-05-02 13:32:56:162
1.0451,-10.7058,0.673,1.0984,-9.7441,0.1256,0.0,0.0,0.0,-0.7147,-0.7628,-1.4219,-5.37,32.01,-23.35,35.885094,14.480799,59.46,NaN,3.35,3.790092,309.4,19 / 27,59961,2021-05-02 13:32:56:163
0.0203,-8.9231,0.2515,0.0273,-9.8026,0.2797,0.0,0.0,0.0,0.2492,-0.3825,0.4099,-4.51,29.96,-24.13,35.88509,14.480786,59.57,NaN,4.07,3.790092,291.6,19 / 27,60370,2021-05-02 13:32:56:572
2.9545,-8.6539,7.9463,2.539,-8.3498,4.4726,0.0,0.0,0.0,0.2492,-0.3825,0.4099,-4.51,29.96,-24.13,35.88509,14.480786,59.57,NaN,4.07,3.790092,291.6,19 / 27,60373,2021-05-02 13:32:56:575
2.9545,-8.6539,7.9463,2.539,-8.3498,4.4726,0.0,0.0,0.0,0.211,0.4316,-0.1029,-21.64,30.66,-13.47,35.885082,14.480772,59.83,NaN,4.1,3.790092,282.2,20 / 27,60770,2021-05-02 13:32:56:972
2.9545,-8.6539,7.9463,2.539,-8.3498,4.4726,0.0,0.0,0.0,0.211,0.4316,-0.1029,-21.64,30.66,-13.47,35.885082,14.480772,59.83,NaN,4.1,3.790092,282.2,20 / 27,60770,2021-05-02 13:32:56:972
3.2847,-7.1779,-1.5619,-1.3258,-9.1538,-3.2588,0.0,0.0,0.0,0.947,-0.3541,0.1182,-18.48,31.88,-15.51,35.88508,14.480758,59.75,NaN,4.28,3.790092,275.9,19 / 27,61219,2021-05-02 13:32:57:421
3.2847,-7.1779,-1.5619,-1.3258,-9.1538,-3.2588,0.0,0.0,0.0,0.947,-0.3541,0.1182,-18.48,31.88,-15.51,35.88508,14.480758,59.75,NaN,4.28,3.790092,275.9,19 / 27,61219,2021-05-02 13:32:57:421
1.7456,-9.2752,0.4274,1.7199,-9.6484,0.348,0.0,0.0,0.0,0.1025,-0.0593,-0.1368,-15.36,29.26,-23.44,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,61697,2021-05-02 13:32:57:899
1.7456,-9.2752,0.4274,1.7199,-9.6484,0.348,0.0,0.0,0.0,0.1025,-0.0593,-0.1368,-15.36,29.26,-23.44,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,61698,2021-05-02 13:32:57:900
4.0259,-12.2258,-2.4431,2.2375,-9.5473,-0.1146,0.0,0.0,0.0,0.2592,0.1332,0.2595,-13.65,33.95,-17.02,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,62189,2021-05-02 13:32:58:391
4.0259,-12.2258,-2.4431,2.2375,-9.5473,-0.1146,0.0,0.0,0.0,0.2592,0.1332,0.2595,-13.65,33.95,-17.02,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,62189,2021-05-02 13:32:58:391
-0.2082,-9.8031,-1.8182,0.4214,-9.6324,-1.7918,0.0,0.0,0.0,-0.5562,0.0562,-0.5284,-4.4,32.56,-23.74,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,62626,2021-05-02 13:32:58:828
-0.2082,-9.8031,-1.8182,0.4214,-9.6324,-1.7918,0.0,0.0,0.0,-0.5562,0.0562,-0.5284,-4.4,32.56,-23.74,35.88508,14.480748,59.87,NaN,3.67,3.790092,282.7,19 / 27,62627,2021-05-02 13:32:58:829
0.8919,-9.6715,0.3138,0.8001,-9.7737,0.0667,0.0,0.0,0.0,-0.0405,-0.1397,-0.0264,2.27,30.94,-26.13,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,63035,2021-05-02 13:32:59:237
0.8919,-9.6715,0.3138,0.8001,-9.7737,0.0667,0.0,0.0,0.0,-0.0405,-0.1397,-0.0264,2.27,30.94,-26.13,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,63036,2021-05-02 13:32:59:238
0.8919,-9.6715,0.3138,0.8001,-9.7737,0.0667,0.0,0.0,0.0,-0.0405,-0.1397,-0.0264,2.27,30.94,-26.13,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,63476,2021-05-02 13:32:59:678
0.8919,-9.6715,0.3138,0.8001,-9.7737,0.0667,0.0,0.0,0.0,-0.0405,-0.1397,-0.0264,2.27,30.94,-26.13,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,63476,2021-05-02 13:32:59:678
0.2874,-9.9132,-0.3601,0.1029,-9.7889,-0.5799,0.0,0.0,0.0,-0.0597,0.1913,0.0276,2.82,32.07,-24.64,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,63935,2021-05-02 13:33:00:137
0.2874,-9.9132,-0.3601,0.1029,-9.7889,-0.5799,0.0,0.0,0.0,-0.0597,0.1913,0.0276,2.82,32.07,-24.64,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,63936,2021-05-02 13:33:00:138
0.2168,-9.7875,-0.4917,0.2871,-9.7922,-0.4476,0.0,0.0,0.0,-0.0047,-0.0183,-0.022,5.69,32.02,-24.12,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,64514,2021-05-02 13:33:00:716
0.2168,-9.7875,-0.4917,0.2871,-9.7922,-0.4476,0.0,0.0,0.0,-0.0047,-0.0183,-0.022,5.69,32.02,-24.12,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,64515,2021-05-02 13:33:00:717
0.2587,-9.8079,-0.585,0.2406,-9.7979,-0.3376,0.0,0.0,0.0,0.011,-0.0089,0.0142,6.76,31.94,-24.03,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,64994,2021-05-02 13:33:01:196
0.2587,-9.8079,-0.585,0.2406,-9.7979,-0.3376,0.0,0.0,0.0,0.011,-0.0089,0.0142,6.76,31.94,-24.03,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,64994,2021-05-02 13:33:01:196
0.2874,-9.7385,-0.4798,0.2504,-9.7908,-0.4978,0.0,0.0,0.0,-0.0069,-0.0189,-0.0061,6.66,32.43,-23.33,35.88507,14.480747,59.18,NaN,0.0,3.790092,,20 / 27,65455,2021-05-02 13:33:01:657
0.2874,-9.7385,-0.4798,0.2504,-9.7908,-0.4978,0.0,0.0,0.0,-0.0069,-0.0189,-0.0061,6.66,32.43,-23.33,35.88507,14.480747,59.18,NaN,0.0,3.790092,,20 / 27,65456,2021-05-02 13:33:01:658
0.661,-9.7911,-0.9012,-0.1304,-9.7751,-0.7749,0.0,0.0,0.0,0.0185,-0.0231,0.0533,8.06,32.87,-22.26,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,65860,2021-05-02 13:33:02:062
1.13,-9.4451,-2.2825,-0.0474,-9.702,-1.4281,0.2135,-0.0792,-0.3027,-0.5528,-0.3911,-0.7822,7.43,33.54,-21.44,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,66358,2021-05-02 13:33:02:560
2.2648,-8.1667,-2.5077,3.3321,-8.7704,-2.8543,-0.5251,0.238,0.4078,0.0206,-0.8338,-0.4131,-9.56,35.15,-17.1,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,66858,2021-05-02 13:33:03:060
0.3879,-9.9275,-0.2584,1.6383,-9.6091,-1.0731,0.4759,-0.0051,0.0125,0.3978,0.2265,0.409,-16.47,32.54,-18.85,35.88507,14.480747,59.18,NaN,0.0,3.790092,,19 / 27,67357,2021-05-02 13:33:03:559
-0.2608,-10.0579,-0.0033,0.5296,-9.7915,0.1312,0.8589,-0.0229,0.7624,0.0492,0.1475,-0.0217,-9.11,30.99,-25.16,35.88507,14.480747,59.18,NaN,0.0,3.790092,,17 / 27,67856,2021-05-02 13:33:04:058
0.8812,-9.7911,0.4143,0.4198,-9.7953,0.2131,-0.0147,-0.0853,0.0619,0.0489,0.0765,0.0933,-5.54,30.37,-26.96,35.88507,14.480747,59.18,NaN,0.0,3.790092,,17 / 27,68358,2021-05-02 13:33:04:560
0.7077,-9.8785,0.1271,0.0403,-9.8066,-0.0047,0.596,-0.0384,0.091,-0.233,-0.5075,0.1556,-5.27,31.33,-25.85,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,68858,2021-05-02 13:33:05:060
3.0227,-9.8186,-1.1967,1.8588,-9.1348,-3.0449,0.4576,-0.4585,1.6509,0.3578,-1.6085,-1.4787,-10.78,34.31,-18.98,35.88507,14.480747,59.18,NaN,0.0,3.790092,,18 / 27,69358,2021-05-02 13:33:05:560
0.5231,-11.5795,-5.8654,1.7509,-9.4794,-1.8018,-3.4933,-2.8183,-0.8373,0.8486,-0.0979,0.1536,-32.09,27.38,-0.49,35.88507,14.480737,59.45,NaN,2.12,3.790092,257.6,19 / 27,69857,2021-05-02 13:33:06:059
0.8608,-9.5961,1.2918,0.8983,-9.7432,-0.6588,-1.5535,0.1504,0.1732,0.3105,0.334,0.2743,-32.59,27.62,3.66,35.88507,14.480737,59.45,NaN,2.12,3.790092,257.6,19 / 27,70444,2021-05-02 13:33:06:646
1.5502,-9.772,-0.093,0.9175,-9.7221,0.9002,0.0,0.0,0.0,0.4325,0.4029,0.4591,-31.16,29.27,3.16,35.885067,14.480731,59.47,NaN,2.63,3.790092,226.1,19 / 27,70886,2021-05-02 13:33:07:088
1.5502,-9.772,-0.093,0.9175,-9.7221,0.9002,0.0,0.0,0.0,0.4325,0.4029,0.4591,-31.16,29.27,3.16,35.885067,14.480731,59.47,NaN,2.63,3.790092,226.1,19 / 27,70887,2021-05-02 13:33:07:089
-0.0156,-10.5619,-0.457,0.8432,-9.7524,-0.592,0.0,0.0,0.0,-0.7894,-0.2889,-1.7591,-27.62,32.02,0.02,35.885056,14.480728,59.41,NaN,3.31,3.790092,195.6,18 / 27,71376,2021-05-02 13:33:07:578
-0.0156,-10.5619,-0.457,0.8432,-9.7524,-0.592,0.0,0.0,0.0,-0.7894,-0.2889,-1.7591,-27.62,32.02,0.02,35.885056,14.480728,59.41,NaN,3.31,3.790092,195.6,18 / 27,71377,2021-05-02 13:33:07:579
1.6866,-9.1352,-0.2405,2.1534,-9.5657,-0.1744,0.0,0.0,0.0,-0.4468,-0.057,0.5576,-30.52,27.36,1.98,35.885056,14.480728,59.41,NaN,3.31,3.790092,195.6,19 / 27,71845,2021-05-02 13:33:08:047
1.6866,-9.1352,-0.2405,2.1534,-9.5657,-0.1744,0.0,0.0,0.0,-0.4468,-0.057,0.5576,-30.52,27.36,1.98,35.885056,14.480728,59.41,NaN,3.31,3.790092,195.6,19 / 27,71845,2021-05-02 13:33:08:047
3.256,-8.8406,2.1141,2.8384,-9.3626,0.6752,0.0,0.0,0.0,0.6104,1.5424,0.1335,-32.59,20.67,15.02,35.885044,14.480728,59.61,NaN,4.43,3.790092,189.6,19 / 27,72279,2021-05-02 13:33:08:481
3.256,-8.8406,2.1141,2.8384,-9.3626,0.6752,0.0,0.0,0.0,0.6104,1.5424,0.1335,-32.59,20.67,15.02,35.885044,14.480728,59.61,NaN,4.43,3.790092,189.6,19 / 27,72280,2021-05-02 13:33:08:482
-6.5285,-2.155,-1.6708,-2.3737,-9.453,-1.0851,0.0,0.0,0.0,0.6383,0.7764,1.5853,-32.81,21.07,13.97,35.885033,14.480731,59.65,NaN,3.85,3.790092,160.3,20 / 27,72721,2021-05-02 13:33:08:923
-6.5285,-2.155,-1.6708,-2.3737,-9.453,-1.0851,0.0,0.0,0.0,0.6383,0.7764,1.5853,-32.81,21.07,13.97,35.885033,14.480731,59.65,NaN,3.85,3.790092,160.3,20 / 27,72722,2021-05-02 13:33:08:924
2.4529,-6.3006,-0.6978,5.3221,-8.2248,-0.4451,0.0,0.0,0.0,-0.6081,-0.4717,-0.4348,-9.75,30.83,-23.11,35.885025,14.480741,59.8,NaN,4.32,3.790092,125.7,20 / 27,73132,2021-05-02 13:33:09:334
2.4529,-6.3006,-0.6978,5.3221,-8.2248,-0.4451,0.0,0.0,0.0,-0.6081,-0.4717,-0.4348,-9.75,30.83,-23.11,35.885025,14.480741,59.8,NaN,4.32,3.790092,125.7,20 / 27,73133,2021-05-02 13:33:09:335
0.0661,-3.0864,3.8429,0.5081,-8.8384,4.2185,0.0,0.0,0.0,0.0684,-0.6846,-0.4369,5.08,33.49,-19.08,35.885017,14.480748,59.99,NaN,4.36,3.790092,148.4,20 / 27,73627,2021-05-02 13:33:09:829
0.0661,-3.0864,3.8429,0.5081,-8.8384,4.2185,0.0,0.0,0.0,0.0684,-0.6846,-0.4369,5.08,33.49,-19.08,35.885017,14.480748,59.99,NaN,4.36,3.790092,148.4,20 / 27,73628,2021-05-02 13:33:09:830
2.4661,-17.1446,-5.3471,0.0613,-9.8045,0.1971,0.0,0.0,0.0,0.407,-0.6693,0.3473,2.09,34.84,-19.56,35.88501,14.480756,60.15,NaN,3.71,3.790092,132.6,20 / 27,74016,2021-05-02 13:33:10:218
2.4661,-17.1446,-5.3471,0.0613,-9.8045,0.1971,0.0,0.0,0.0,0.407,-0.6693,0.3473,2.09,34.84,-19.56,35.88501,14.480756,60.15,NaN,3.71,3.790092,132.6,20 / 27,74017,2021-05-02 13:33:10:219
-6.07,-2.1024,-15.6428,0.0613,-9.8045,0.1971,0.0,0.0,0.0,-0.3766,-0.0765,0.0257,-4.45,35.31,-18.15,35.885,14.480765,60.35,NaN,3.82,3.790092,130.2,18 / 27,74452,2021-05-02 13:33:10:654
-6.07,-2.1024,-15.6428,0.0613,-9.8045,0.1971,0.0,0.0,0.0,-0.3766,-0.0765,0.0257,-4.45,35.31,-18.15,35.885,14.480765,60.35,NaN,3.82,3.790092,130.2,18 / 27,74452,2021-05-02 13:33:10:654
-5.6859,-1.2682,-2.1915,1.826,-9.5326,1.4023,0.0,0.0,0.0,-0.5354,-0.3074,-1.0077,-0.76,37.5,-13.83,35.88499,14.480775,59.94,NaN,4.21,3.790092,141.9,19 / 27,75059,2021-05-02 13:33:11:261
-5.6608,-4.4186,-9.1334,-2.0289,-9.4419,1.704,10.5869,-0.9246,7.3293,-2.9783,0.3573,0.6092,4.29,38.21,-14.85,35.88499,14.480775,59.94,NaN,4.21,3.790092,141.9,19 / 27,75370,2021-05-02 13:33:11:572
3.4884,-2.1191,2.3417,6.8908,4.7987,-5.0655,0.0,0.0,0.0,-1.0186,-1.6859,-0.4658,5.5,38.63,-13.96,35.884964,14.480779,60.55,NaN,4.46,3.790092,186.2,18 / 27,75868,2021-05-02 13:33:12:070
3.4884,-2.1191,2.3417,6.8908,4.7987,-5.0655,0.0,0.0,0.0,-1.0186,-1.6859,-0.4658,5.5,38.63,-13.96,35.884964,14.480779,60.55,NaN,4.46,3.790092,186.2,18 / 27,75869,2021-05-02 13:33:12:071
3.4884,-2.1191,2.3417,6.8908,4.7987,-5.0655,0.0,0.0,0.0,-1.0186,-1.6859,-0.4658,5.5,38.63,-13.96,35.884964,14.480779,60.55,NaN,4.46,3.790092,186.2,18 / 27,76240,2021-05-02 13:33:12:442
3.1448,-7.4402,-2.2513,9.0751,-0.3119,3.7034,0.0,0.0,0.0,5.1504,-3.1043,-1.0245,10.19,39.99,0.45,35.884964,14.480779,60.55,NaN,4.46,3.790092,186.2,18 / 27,76782,2021-05-02 13:33:12:984
-2.8693,-11.4969,0.7831,0.411,-9.5688,-2.1069,0.0,0.0,0.0,5.1504,-3.1043,-1.0245,11.61,39.65,2.11,35.884945,14.480777,60.62,NaN,6.73,3.790092,188.1,19 / 27,77255,2021-05-02 13:33:13:457
-2.8693,-11.4969,0.7831,0.411,-9.5688,-2.1069,0.0,0.0,0.0,5.1504,-3.1043,-1.0245,11.61,39.65,2.11,35.884945,14.480777,60.62,NaN,6.73,3.790092,188.1,19 / 27,77256,2021-05-02 13:33:13:458
0.5076,-8.8872,1.7001,2.6395,-9.3641,1.2315,0.0,0.0,0.0,0.2422,0.6864,0.1545,17.6,28.43,-24.84,35.884926,14.480779,58.16,NaN,8.03,3.790092,183.2,19 / 27,77661,2021-05-02 13:33:13:863
0.5076,-8.8872,1.7001,2.6395,-9.3641,1.2315,0.0,0.0,0.0,0.2422,0.6864,0.1545,17.6,28.43,-24.84,35.884926,14.480779,58.16,NaN,8.03,3.790092,183.2,19 / 27,77662,2021-05-02 13:33:13:864
1.7683,0.2533,-0.8545,-1.2516,-9.7265,9.0E-4,0.0,0.0,0.0,0.3361,2.6195,0.3199,21.19,37.12,1.24,35.884903,14.480777,57.54,NaN,8.06,3.790092,189.4,19 / 27,78361,2021-05-02 13:33:14:563
1.7683,0.2533,-0.8545,-1.2516,-9.7265,9.0E-4,0.0,0.0,0.0,0.3361,2.6195,0.3199,21.19,37.12,1.24,35.884903,14.480777,57.54,NaN,8.06,3.790092,189.4,19 / 27,78362,2021-05-02 13:33:14:564
2.7891,-10.701,-2.4897,8.4055,-0.6804,-5.0055,0.0,0.0,0.0,0.3361,2.6195,0.3199,22.97,35.87,1.24,35.884888,14.480772,56.77,NaN,7.85,3.793335,196.3,19 / 27,78934,2021-05-02 13:33:15:136
2.7891,-10.701,-2.4897,8.4055,-0.6804,-5.0055,0.0,0.0,0.0,0.3361,2.6195,0.3199,22.97,35.87,1.24,35.884888,14.480772,56.77,NaN,7.85,3.793335,196.3,19 / 27,78935,2021-05-02 13:33:15:137
26.6764,-16.7291,-10.9851,1.413,-9.6531,-0.9955,16.0909,0.9661,-3.893,0.6254,-1.5625,3.6863,26.69,29.33,11.37,35.884872,14.480765,55.77,NaN,7.45,4.305904,201.6,19 / 27,79407,2021-05-02 13:33:15:609
3.1172,-0.4325,2.9545,0.9315,-4.3665,-8.7313,0.8621,-5.6766,16.0976,1.7948,2.3793,-3.2835,19.73,24.31,22.45,35.884872,14.480765,55.77,NaN,7.45,4.305904,201.6,19 / 27,79908,2021-05-02 13:33:16:110
1.6687,-9.0814,-3.1744,1.7764,-9.4558,-1.8978,-1.089,5.8223,-2.0444,0.4282,-0.6159,-0.1573,-1.96,40.13,1.7,35.88488,14.480785,54.53,NaN,4.39,3.790092,51.9,19 / 27,80408,2021-05-02 13:33:16:610
-2.3019,-9.5073,-4.1297,-0.2782,-9.801,0.1805,-0.826,-0.1209,-3.0018,0.6275,0.4365,0.4974,-0.16,39.26,-13.52,35.88488,14.480785,54.53,NaN,4.39,3.790092,51.9,19 / 27,80908,2021-05-02 13:33:17:110
-2.953,-3.5426,-0.6485,1.9735,-9.4421,-1.7671,-2.4575,-5.6147,0.1899,-0.2778,-1.3753,-1.5994,4.06,34.01,-22.3,35.88489,14.480788,54.45,NaN,1.66,3.790092,323.2,19 / 27,81407,2021-05-02 13:33:17:609
-1.0208,-8.1655,-0.4941,0.852,-9.7696,0.0093,-1.2327,-5.3303,1.8891,0.6144,0.7532,0.9454,-8.91,34.16,-18.42,35.88489,14.480788,54.45,NaN,1.66,3.790092,323.2,19 / 27,81908,2021-05-02 13:33:18:110
-5.7314,-13.2171,0.5174,-0.0704,-9.7901,0.5652,4.9284,-4.0552,0.2383,-1.9368,0.6812,-3.5907,-0.88,30.33,-25.34,35.884895,14.48078,54.36,NaN,3.82,3.790092,279.8,19 / 27,82587,2021-05-02 13:33:18:789
-5.7314,-13.2171,0.5174,-0.0704,-9.7901,0.5652,4.9284,-4.0552,0.2383,-1.9368,0.6812,-3.5907,-0.88,30.33,-25.34,35.884895,14.48078,54.36,NaN,3.82,3.790092,279.8,19 / 27,82588,2021-05-02 13:33:18:790
-0.1519,-10.5571,0.6024,1.3861,-9.6623,-0.9432,0.0,0.0,0.0,-1.6394,-1.7409,-1.9795,-2.0,30.33,-24.62,35.884903,14.480771,54.29,NaN,4.32,3.790092,291.3,19 / 27,83053,2021-05-02 13:33:19:255
-0.1519,-10.5571,0.6024,1.3861,-9.6623,-0.9432,0.0,0.0,0.0,-1.6394,-1.7409,-1.9795,-2.0,30.33,-24.62,35.884903,14.480771,54.29,NaN,4.32,3.790092,291.3,19 / 27,83057,2021-05-02 13:33:19:259
4.4841,-11.2672,2.0961,3.2305,-9.2274,0.7675,0.0,0.0,0.0,-0.0408,-0.494,0.0435,-6.67,30.57,-24.35,35.88491,14.480761,53.98,NaN,3.82,3.790092,281.9,18 / 26,83462,2021-05-02 13:33:19:664
4.4841,-11.2672,2.0961,3.2305,-9.2274,0.7675,0.0,0.0,0.0,-0.0408,-0.494,0.0435,-6.67,30.57,-24.35,35.88491,14.480761,53.98,NaN,3.82,3.790092,281.9,18 / 26,83463,2021-05-02 13:33:19:665
2.368,-8.9833,1.3804,1.2854,-9.5582,1.7774,0.0,0.0,0.0,0.056,0.9859,0.4038,-11.96,31.72,-20.4,35.88492,14.480753,54.0,NaN,3.02,3.790092,293.6,19 / 27,83881,2021-05-02 13:33:20:083
2.368,-8.9833,1.3804,1.2854,-9.5582,1.7774,0.0,0.0,0.0,0.056,0.9859,0.4038,-11.96,31.72,-20.4,35.88492,14.480753,54.0,NaN,3.02,3.790092,293.6,19 / 27,83882,2021-05-02 13:33:20:084
3.9036,-14.7087,-7.2586,6.2588,-7.1766,-2.3437,0.0,0.0,0.0,-0.0154,-0.9865,0.8902,-11.65,33.37,-16.41,35.88493,14.480748,53.87,NaN,2.41,3.790092,284.0,18 / 27,84449,2021-05-02 13:33:20:651
