ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623389,2021-03-31 13:28:06:328
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623390,2021-03-31 13:28:06:329
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623391,2021-03-31 13:28:06:330
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623391,2021-03-31 13:28:06:330
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623391,2021-03-31 13:28:06:330
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623391,2021-03-31 13:28:06:330
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623391,2021-03-31 13:28:06:330
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623392,2021-03-31 13:28:06:331
-3.4558,-12.1026,3.449,1.0117,-9.4256,-2.511,0,0,0,0.3259,-0.314,-1.2272,1623393,2021-03-31 13:28:06:332
0.0443,-21.8034,-16.9801,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623410,2021-03-31 13:28:06:349
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623910,2021-03-31 13:28:06:849
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623912,2021-03-31 13:28:06:851
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623913,2021-03-31 13:28:06:852
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623913,2021-03-31 13:28:06:852
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623913,2021-03-31 13:28:06:852
-1.6938,-9.644,-1.483,-3.8099,-8.4525,3.1954,0,0,0,0.9908,-1.7217,0.461,1623914,2021-03-31 13:28:06:853
-29.2834,-55.2132,-9.417,1.7552,5.4048,-7.9924,7.0373,-8.3756,5.8054,-2.5037,-1.962,2.1897,1624142,2021-03-31 13:28:07:081
-3.9634,-11.4156,-1.0543,-3.4696,-9.0691,-1.3725,-6.8106,-2.6884,-0.6388,1.5651,-3.4414,0.7894,1624640,2021-03-31 13:28:07:579
3.8868,0.2079,2.1826,-0.2441,-9.255,-3.2335,4.5593,11.0906,4.9702,0.5566,1.3176,-0.7038,1625140,2021-03-31 13:28:08:079
-2.7087,-19.3639,1.1004,-1.398,-9.0509,-3.5068,-1.0804,1.7591,-4.1005,-0.6376,-1.1623,-2.1803,1625640,2021-03-31 13:28:08:579
-2.3067,-18.8276,13.3702,-0.0793,-9.0374,-3.8064,-6.829,-9.9587,-8.3623,0.4365,1.0551,0.9154,1626140,2021-03-31 13:28:09:079
7.1716,-17.7215,-7.1282,-1.6373,-9.6685,-0.0956,9.8563,-4.0955,0.856,-0.5569,-0.9259,0.3686,1626640,2021-03-31 13:28:09:579
4.1671,-9.9383,13.212,1.2147,-8.9127,-3.9062,5.9651,-2.7779,-5.2548,-0.3974,1.9037,-0.635,1627140,2021-03-31 13:28:10:079
-10.3508,-28.2341,-3.2426,2.553,-8.8358,-3.4032,-0.7159,-15.5756,7.4558,-3.0315,-0.8249,-4.1154,1627639,2021-03-31 13:28:10:578
9.4364,-0.9485,-5.5624,0.6333,-9.4841,-2.4128,5.2184,6.5152,6.4539,0.3044,0.0363,0.2879,1628139,2021-03-31 13:28:11:078
1.7539,-11.2624,-3.0894,-0.7883,-9.6633,-1.4731,2.2559,-0.2057,0.7275,0.2152,-0.1814,0.5565,1628640,2021-03-31 13:28:11:579
-0.274,-10.2138,-0.9108,0.7482,-9.4623,-2.4648,-2.286,0.0593,3.3307,-1.1505,-1.1577,-1.6233,1629140,2021-03-31 13:28:12:079
0.9637,-9.5818,-0.8079,1.862,-9.557,-1.1693,-1.0003,0.369,0.7872,0.6018,-1.3184,-1.8102,1629671,2021-03-31 13:28:12:610
0.9637,-9.5818,-0.8079,1.862,-9.557,-1.1693,-1.0003,0.369,0.7872,0.6018,-1.3184,-1.8102,1629672,2021-03-31 13:28:12:611
0.9637,-9.5818,-0.8079,1.862,-9.557,-1.1693,-1.0003,0.369,0.7872,0.6018,-1.3184,-1.8102,1629673,2021-03-31 13:28:12:612
-1.1384,-8.9809,-1.6552,-0.7728,-9.6354,-1.653,0,0,0,1.0424,-2.3753,0.3683,1629712,2021-03-31 13:28:12:651
0.504,-9.7469,-0.4869,0.2819,-9.4465,2.6182,0,0,0,0.4991,-1.3196,0.1384,1630211,2021-03-31 13:28:13:150
0.504,-9.7469,-0.4869,0.2819,-9.4465,2.6182,0,0,0,0.4991,-1.3196,0.1384,1630213,2021-03-31 13:28:13:152
0.504,-9.7469,-0.4869,0.2819,-9.4465,2.6182,0,0,0,0.4991,-1.3196,0.1384,1630213,2021-03-31 13:28:13:152
0.504,-9.7469,-0.4869,0.2819,-9.4465,2.6182,0,0,0,0.4991,-1.3196,0.1384,1630214,2021-03-31 13:28:13:153
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1630670,2021-03-31 13:28:13:609
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1630673,2021-03-31 13:28:13:612
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1630674,2021-03-31 13:28:13:613
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1630675,2021-03-31 13:28:13:614
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1630675,2021-03-31 13:28:13:614
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631065,2021-03-31 13:28:14:004
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631066,2021-03-31 13:28:14:005
-6.3287,-19.6466,7.1767,-2.1983,-6.2087,7.2657,0,0,0,-2.2589,-4.8457,-1.754,1631067,2021-03-31 13:28:14:006
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631507,2021-03-31 13:28:14:446
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631508,2021-03-31 13:28:14:447
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631508,2021-03-31 13:28:14:447
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631508,2021-03-31 13:28:14:447
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631509,2021-03-31 13:28:14:448
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631509,2021-03-31 13:28:14:448
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631509,2021-03-31 13:28:14:448
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631509,2021-03-31 13:28:14:448
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631510,2021-03-31 13:28:14:449
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631510,2021-03-31 13:28:14:449
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631510,2021-03-31 13:28:14:449
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631510,2021-03-31 13:28:14:449
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631511,2021-03-31 13:28:14:450
0.006,-9.8474,-6.1059,-0.8067,-9.3573,2.8214,8.716,-7.4491,-8.7911,2.5294,-0.0295,0.1701,1631511,2021-03-31 13:28:14:450
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632012,2021-03-31 13:28:14:951
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632013,2021-03-31 13:28:14:952
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632013,2021-03-31 13:28:14:952
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632013,2021-03-31 13:28:14:952
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632013,2021-03-31 13:28:14:952
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632014,2021-03-31 13:28:14:953
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632014,2021-03-31 13:28:14:953
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632014,2021-03-31 13:28:14:953
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632014,2021-03-31 13:28:14:953
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632014,2021-03-31 13:28:14:953
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632015,2021-03-31 13:28:14:954
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632015,2021-03-31 13:28:14:954
1.8257,-7.64,-3.7741,1.3068,-8.5142,-4.6873,0,0,0,-0.4186,-1.8611,-0.4678,1632019,2021-03-31 13:28:14:958
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632469,2021-03-31 13:28:15:408
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632470,2021-03-31 13:28:15:409
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632471,2021-03-31 13:28:15:410
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632471,2021-03-31 13:28:15:410
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632472,2021-03-31 13:28:15:411
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632472,2021-03-31 13:28:15:411
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632472,2021-03-31 13:28:15:411
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632473,2021-03-31 13:28:15:412
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632473,2021-03-31 13:28:15:412
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632473,2021-03-31 13:28:15:412
5.3689,-5.6435,-2.7494,-8.8999,-4.1102,0.2616,0,0,0,-2.8139,1.8556,-0.6307,1632474,2021-03-31 13:28:15:413
-0.0658,-9.3254,-3.0894,-0.221,-9.3222,-3.0361,-0.0145,-0.0286,-0.0748,0.0371,-0.1503,0.0971,1632735,2021-03-31 13:28:15:674
-0.9275,-9.3326,-3.0679,-0.7061,-9.308,-3.0056,-0.0907,-0.0225,-0.0422,0.0096,-0.0967,0.0261,1633235,2021-03-31 13:28:16:174
-0.772,-9.2943,-2.7565,-1.0435,-9.3195,-2.8684,0.2553,0.0741,0.0436,0.0901,-0.1315,0.0933,1633736,2021-03-31 13:28:16:675
-1.5117,-9.5722,-2.1341,-1.4106,-9.4537,-2.1925,0.0237,0.0514,0.1082,0.1368,-0.1307,0.0104,1634238,2021-03-31 13:28:17:177
-1.459,-9.4116,-3.0583,-1.3669,-9.5195,-1.9185,-0.029,0.0308,-0.2108,0.0089,-0.0467,-0.1054,1634735,2021-03-31 13:28:17:674
-1.6962,-11.3653,-3.5994,-0.8848,-9.7144,-1.0094,-0.5478,-1.3656,-1.4089,0.6855,-1.0583,-0.1657,1635235,2021-03-31 13:28:18:174
-1.9451,-9.6847,-2.6465,-1.199,-9.5416,-1.9212,-1.6174,-0.2133,0.7378,-0.4146,0.824,0.0988,1635735,2021-03-31 13:28:18:674
-1.8924,-8.916,-2.869,-0.9515,-9.3931,-2.6522,-0.1215,-0.1221,0.284,-0.0808,0.8517,0.4268,1636238,2021-03-31 13:28:19:177
3.3194,-8.6886,1.8903,-0.2763,-9.1887,-3.415,-0.3014,-0.6641,-0.3114,-0.1617,1.9709,0.1936,1636735,2021-03-31 13:28:19:674
-0.7169,-9.0215,-0.6377,2.0243,-9.5734,-0.65,-1.8948,-1.6496,-1.0162,0.589,-0.1205,0.217,1637235,2021-03-31 13:28:20:174
4.5814,-11.4203,1.8281,1.0281,-9.6301,-1.5411,-1.5418,-0.038,1.2799,-0.7145,-2.378,-0.4394,1637735,2021-03-31 13:28:20:674
3.3817,-12.2749,-5.8762,-0.9053,-9.4452,-2.4778,0.9097,-2.1902,-1.2162,-0.5178,0.8983,-0.0046,1638235,2021-03-31 13:28:21:174
-0.7169,-9.2656,-2.1269,-0.6197,-9.1579,-3.4525,0.062,-0.3216,1.0874,-0.7141,1.4086,0.5966,1638735,2021-03-31 13:28:21:674
-1.124,-10.8793,-0.652,0.3296,-9.7976,0.2634,-0.6528,-0.206,4.0397,1.0685,0.6269,-0.2927,1639236,2021-03-31 13:28:22:175
1.3253,-9.6129,0.4083,0.0093,-9.7935,0.5071,0,0,0,0.0154,-0.0603,-0.0101,1639735,2021-03-31 13:28:22:674
1.6053,-8.0471,-1.6457,1.022,-9.3382,-2.8151,-3.3337,1.077,0.2148,-0.4068,0.4829,0.3899,1640236,2021-03-31 13:28:23:175
-4.1644,-8.6384,6.6476,-0.099,-9.663,-1.6694,-2.6401,2.352,-3.3149,0.5214,-2.014,0.1353,1640736,2021-03-31 13:28:23:675
1.3516,-8.9856,-1.4279,-1.0926,-9.6571,1.3106,1.821,-0.1867,-1.541,0.6246,0.7307,0.296,1641236,2021-03-31 13:28:24:175
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1641736,2021-03-31 13:28:24:675
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1641737,2021-03-31 13:28:24:676
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1641738,2021-03-31 13:28:24:677
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1641738,2021-03-31 13:28:24:677
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642084,2021-03-31 13:28:25:023
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642085,2021-03-31 13:28:25:024
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642085,2021-03-31 13:28:25:024
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642085,2021-03-31 13:28:25:024
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642086,2021-03-31 13:28:25:025
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642087,2021-03-31 13:28:25:026
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642087,2021-03-31 13:28:25:026
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642087,2021-03-31 13:28:25:026
1.852,-9.9574,0.0757,2.3251,-9.524,0.2418,0,0,0,-1.0705,-0.5152,-1.8076,1642087,2021-03-31 13:28:25:026
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642551,2021-03-31 13:28:25:490
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642552,2021-03-31 13:28:25:491
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642552,2021-03-31 13:28:25:491
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642552,2021-03-31 13:28:25:491
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642553,2021-03-31 13:28:25:492
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642553,2021-03-31 13:28:25:492
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642553,2021-03-31 13:28:25:492
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642553,2021-03-31 13:28:25:492
8.1891,-5.8756,-15.1866,-3.6783,-7.4713,-5.1789,0,0,0,0.0525,3.6862,-2.7459,1642553,2021-03-31 13:28:25:492
-0.5734,-9.9024,-0.6377,-0.2954,-9.5423,-2.2424,0,0,0,0.0347,-0.3369,1.2507,1642739,2021-03-31 13:28:25:678
-0.4008,-22.8066,7.4758,-6.4268,-4.0126,6.2263,-1.864,1.4433,-1.471,0.3244,-0.6121,1.3484,1643280,2021-03-31 13:28:26:219
-0.4008,-22.8066,7.4758,-6.4268,-4.0126,6.2263,-1.864,1.4433,-1.471,0.3244,-0.6121,1.3484,1643281,2021-03-31 13:28:26:220
-0.4008,-22.8066,7.4758,-6.4268,-4.0126,6.2263,-1.864,1.4433,-1.471,0.3244,-0.6121,1.3484,1643281,2021-03-31 13:28:26:220
-0.4008,-22.8066,7.4758,-6.4268,-4.0126,6.2263,-1.864,1.4433,-1.471,0.3244,-0.6121,1.3484,1643281,2021-03-31 13:28:26:220
-0.4008,-22.8066,7.4758,-6.4268,-4.0126,6.2263,-1.864,1.4433,-1.471,0.3244,-0.6121,1.3484,1643281,2021-03-31 13:28:26:220
9.719,-8.0853,10.7701,-7.9738,-5.1022,-2.5605,0,0,0,-0.3303,1.2548,1.2327,1643759,2021-03-31 13:28:26:698
0.1522,-9.9072,0.9446,-0.7158,-9.77,0.4534,0,0,0,0.2272,2.4035,-0.0272,1644176,2021-03-31 13:28:27:115
1.5837,-14.8965,-0.099,1.5754,-9.0996,-3.2993,3.0193,-8.3738,-3.3706,1.2718,1.0529,0.877,1644716,2021-03-31 13:28:27:655
1.5837,-14.8965,-0.099,1.5754,-9.0996,-3.2993,3.0193,-8.3738,-3.3706,1.2718,1.0529,0.877,1644717,2021-03-31 13:28:27:656
-2.2971,-18.2746,-5.1891,1.9188,-7.6866,-5.7797,5.0295,-1.484,-4.802,-0.1249,-0.6638,1.352,1645137,2021-03-31 13:28:28:076
-2.2971,-18.2746,-5.1891,1.9188,-7.6866,-5.7797,5.0295,-1.484,-4.802,-0.1249,-0.6638,1.352,1645138,2021-03-31 13:28:28:077
-4.3199,-13.5129,-3.8626,0.4378,-8.9054,-4.0833,0,0,0,0.6867,3.3174,0.5172,1645690,2021-03-31 13:28:28:629
-4.3199,-13.5129,-3.8626,0.4378,-8.9054,-4.0833,0,0,0,0.6867,3.3174,0.5172,1645691,2021-03-31 13:28:28:630
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646136,2021-03-31 13:28:29:075
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646137,2021-03-31 13:28:29:076
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646137,2021-03-31 13:28:29:076
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646137,2021-03-31 13:28:29:076
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646138,2021-03-31 13:28:29:077
11.0644,-18.2578,-9.69,-5.289,-8.1078,-1.5685,0,0,0,1.5705,-0.4082,1.957,1646138,2021-03-31 13:28:29:077
18.8692,-15.8351,-20.6261,-4.3038,-8.1735,-3.2926,-8.5484,5.7405,0.4412,-0.9673,0.0699,-0.405,1646583,2021-03-31 13:28:29:522
18.8692,-15.8351,-20.6261,-4.3038,-8.1735,-3.2926,-8.5484,5.7405,0.4412,-0.9673,0.0699,-0.405,1646583,2021-03-31 13:28:29:522
0.5231,-7.1252,-3.6377,-1.2776,-7.9321,-5.6231,0,0,0,-0.3097,1.9944,-0.1767,1646980,2021-03-31 13:28:29:919
0.5231,-7.1252,-3.6377,-1.2776,-7.9321,-5.6231,0,0,0,-0.3097,1.9944,-0.1767,1646981,2021-03-31 13:28:29:920
0.5231,-7.1252,-3.6377,-1.2776,-7.9321,-5.6231,0,0,0,-0.3097,1.9944,-0.1767,1646981,2021-03-31 13:28:29:920
0.5231,-7.1252,-3.6377,-1.2776,-7.9321,-5.6231,0,0,0,-0.3097,1.9944,-0.1767,1646982,2021-03-31 13:28:29:921
0.5231,-7.1252,-3.6377,-1.2776,-7.9321,-5.6231,0,0,0,-0.3097,1.9944,-0.1767,1646982,2021-03-31 13:28:29:921
